codi_lloc;Wildfire;taxó;abun_long_1L;Time
POND_A;B;Corixidae indet.;0.001753771;1
POND_A;B;Sigara lateralis;0.001753771;1
POND_A;B;Hesperocorixa moesta;0.001753771;1
POND_A;B;Gerris gibbifer;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Notonecta sp.;0.001753771;1
POND_A;B;Dryops algiricus;0.001753771;1
POND_A;B;Dryops algiricus;0.001753771;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Agabus sp.;0.002232072;1
POND_A;B;Hygrotus sp.;0.001753771;1
POND_A;B;Hygrotus sp.;0.001753771;1
POND_A;B;Hygrotus sp.;0.001753771;1
POND_A;B;Graptodytes sp.;0.001753771;1
POND_A;B;Graptodytes sp.;0.001753771;1
POND_A;B;Graptodytes sp.;0.001753771;1
POND_A;B;Graptodytes sp.;0.001753771;1
POND_A;B;Rhantus sp.;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes flavipes;0.001753771;1
POND_A;B;Graptodytes bilineatus;0.001753771;1
POND_A;B;Chironomus sp.;0.001753771;1
POND_A;B;Chironomus sp.;0.001753771;1
POND_A;B;Chironomus sp.;0.001753771;1
POND_A;B;Parachironomus gr. arcuatus;0.001753771;1
POND_A;B;Polypedilum sp.;0.001753771;1
POND_A;B;Corynoneura sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) limbatellus;0.001753771;1
POND_A;B;Psectrocladius (P.) limbatellus;0.001753771;1
POND_A;B;Psectrocladius (P.) limbatellus;0.001753771;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (P.) sp.;0.004238279;1
POND_A;B;Psectrocladius (A.) sp.;0.004238279;1
POND_A;B;Xenopelopia falcigera;0.001753771;1
POND_A;B;Xenopelopia sp.;0.001753771;1
POND_A;B;Zavrelimyia barbatipes;0.001753771;1
POND_A;B;Haliplus guttatus;0.001753771;1
POND_A;B;Hydrochus angustatus;0.001753771;1
POND_A;B;Hydrochara caraboides;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Berosus signaticollis;0.001753771;1
POND_A;B;Enochrus quadripunctatus;0.001753771;1
POND_A;B;Helochares lividus;0.001753771;1
POND_A;B;Laccobius sp.;0.001753771;1
POND_A;B;Enochrus quadripunctatus;0.001753771;1
POND_A;B;Enochrus quadripunctatus;0.001753771;1
POND_A;B;Enochrus quadripunctatus;0.001753771;1
POND_A;B;Enochrus quadripunctatus;0.001753771;1
POND_A;B;Enochrus nigritus;0.001753771;1
POND_A;B;Enochrus nigritus;0.001753771;1
POND_A;B;Enochrus nigritus;0.001753771;1
POND_A;B;Limnephilus sp.2;0.001753771;1
POND_A;B;Limnephilus sp.2;0.001753771;1
POND_A;B;Limnephilus sp.2;0.001753771;1
POND_A;B;Holocentropus stagnalis;0.001753771;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culicoides sp.;0.003574994;1
POND_A;B;Culiseta litorea;0.001753771;1
POND_A;B;Dalyellidae indet.;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Gieysztoria beltrani;0.015199345;1
POND_A;B;Gieysztoria beltrani;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Dalyellia viridis;0.015199345;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Gyraulus crista;0.014030165;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Planorbidae indet.;0.015109408;1
POND_A;B;Enchytraeidae indet.;0.014030165;1
POND_A;B;Enchytraeidae indet.;0.014030165;1
POND_A;B;Tubificidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Asellidae indet.;0.014030165;1
POND_A;B;Piona sp.;0.014030165;1
POND_A;B;Piona sp.;0.014030165;1
POND_A;B;Piona sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Sympetrum sp.;0.014030165;1
POND_A;B;Corixidae indet.;0.014030165;1
POND_A;B;Corixidae indet.;0.014030165;1
POND_A;B;Graptodytes sp.;0.014030165;1
POND_A;B;Graptodytes sp.;0.014030165;1
POND_A;B;Graptodytes sp.;0.014030165;1
POND_A;B;Graptodytes sp.;0.014030165;1
POND_A;B;Graptodytes sp.;0.014030165;1
POND_A;B;Graptodytes sp.;0.014030165;2
POND_A;B;Chironomus sp.;0.014030165;2
POND_A;B;Polypedilum sp.;0.014030165;2
POND_A;B;Polypedilum sp.;0.014030165;2
POND_A;B;Paratanytarsus sp.;0.014030165;2
POND_A;B;Paratanytarsus sp.;0.014030165;2
POND_A;B;Corynoneura sp.;0.025137379;2
POND_A;B;Limnophyes sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Psectrocladius (P.) sp.;0.025137379;2
POND_A;B;Hydrobius sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_A;B;Culicoides sp.;0.014030165;2
POND_D;NB;Stagnicola palustris;0.001753771;1
POND_D;NB;Stagnicola palustris;0.001753771;1
POND_D;NB;Stagnicola palustris;0.001753771;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Physa acuta;0.002360845;1
POND_D;NB;Gyraulus crista;0.001753771;1
POND_D;NB;Gyraulus crista;0.001753771;1
POND_D;NB;Gyraulus sp.;0.001753771;1
POND_D;NB;Gyraulus sp.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Lumbriculidae indet.;0.001753771;1
POND_D;NB;Tubificidae indet.;0.001753771;1
POND_D;NB;Tubificidae indet.;0.001753771;1
POND_D;NB;Tubificidae indet.;0.001753771;1
POND_D;NB;Piona sp.;0.001753771;1
POND_D;NB;Piona sp.;0.001753771;1
POND_D;NB;Piona sp.;0.001753771;1
POND_D;NB;Enallagma cyathigerum;0.001753771;1
POND_D;NB;Enallagma cyathigerum;0.001753771;1
POND_D;NB;Enallagma cyathigerum;0.001753771;1
POND_D;NB;Enallagma cyathigerum;0.001753771;1
POND_D;NB;Enallagma cyathigerum;0.001753771;1
POND_D;NB;Ischnura sp.;0.001753771;1
POND_D;NB;Erythromma lindeni;0.001753771;1
POND_D;NB;Crocothemis erythraea;0.001753771;1
POND_D;NB;Crocothemis erythraea;0.001753771;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Cloeon gr. dipterum;0.034063621;1
POND_D;NB;Corixidae indet.;0.001753771;1
POND_D;NB;Corixidae indet.;0.001753771;1
POND_D;NB;Corixa panzeri;0.001753771;1
POND_D;NB;Corixa panzeri;0.001753771;1
POND_D;NB;Corixa panzeri;0.001753771;1
POND_D;NB;Hesperocorixa moesta;0.001753771;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Plea minutissima;0.009645738;1
POND_D;NB;Agabus sp.;0.001753771;1
POND_D;NB;Porhydrus sp.;0.001753771;1
POND_D;NB;Graptodytes flavipes;0.001753771;1
POND_D;NB;Graptodytes flavipes;0.001753771;1
POND_D;NB;Graptodytes flavipes;0.001753771;1
POND_D;NB;Graptodytes flavipes;0.001753771;1
POND_D;NB;Chironomus aprilinus;0.001753771;1
POND_D;NB;Chironomus aprilinus;0.001753771;1
POND_D;NB;Chironomus aprilinus;0.001753771;1
POND_D;NB;Chironomus prasinus;0.001753771;1
POND_D;NB;Chironomus sp.;0.004654237;1
POND_D;NB;Chironomus sp.;0.004654237;1
POND_D;NB;Chironomus sp.;0.004654237;1
POND_D;NB;Chironomus sp.;0.004654237;1
POND_D;NB;Chironomus sp.;0.004654237;1
POND_D;NB;Endochironomus sp.;0.004654237;1
POND_D;NB;Endochironomus sp.;0.004654237;1
POND_D;NB;Endochironomus sp.;0.004654237;1
POND_D;NB;Endochironomus sp.;0.004654237;1
POND_D;NB;Endochironomus sp.;0.004654237;1
POND_D;NB;Endochironomus sp.;0.004654237;1
POND_D;NB;Kiefferulus tendipediformis ;0.004654237;1
POND_D;NB;Micropsectra sp.;0.004654237;1
POND_D;NB;Parachironomus gr. arcuatus;0.004654237;1
POND_D;NB;Parachironomus gr. arcuatus;0.004654237;1
POND_D;NB;Parachironomus gr. arcuatus;0.004654237;1
POND_D;NB;Parachironomus gr. arcuatus;0.004654237;1
POND_D;NB;Parachironomus gr. arcuatus;0.004654237;1
POND_D;NB;Parachironomus gr. arcuatus;0.004654237;1
POND_D;NB;Paratanytarsus sp.;0.004654237;1
POND_D;NB;Paratanytarsus sp.;0.004654237;2
POND_D;NB;Paratanytarsus sp.;0.004654237;2
POND_D;NB;Paratanytarsus sp.;0.004654237;2
POND_D;NB;Paratanytarsus sp.;0.004654237;2
POND_D;NB;Paratanytarsus sp.;0.004654237;2
POND_D;NB;Zavreliella sp.;0.004654237;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sp.;0.001753771;2
POND_D;NB;Cricotopus sylvestris;0.001753771;2
POND_D;NB;Cricotopus sylvestris;0.001753771;2
POND_D;NB;Psectrocladius (P.) sp.;0.001753771;2
POND_D;NB;Psectrocladius (P.) sp.;0.001753771;2
POND_D;NB;Psectrocladius (P.) sp.;0.001753771;2
POND_D;NB;Psectrocladius (P.) sp.;0.001753771;2
POND_D;NB;Ablabesmyia sp.;0.001753771;2
POND_D;NB;Ablabesmyia sp.;0.001753771;2
POND_D;NB;Ablabesmyia sp.;0.001753771;2
POND_D;NB;Ablabesmyia sp.;0.001753771;2
POND_D;NB;Ablabesmyia sp.;0.001753771;2
POND_D;NB;Procladius sp.;0.001753771;2
POND_D;NB;Procladius sp.;0.001753771;2
POND_D;NB;Procladius sp.;0.001753771;2
POND_D;NB;Procladius sp.;0.001753771;2
POND_D;NB;Procladius sp.;0.001753771;2
POND_D;NB;Psectrotanypus sp.;0.001753771;2
POND_D;NB;Psectrotanypus varius;0.001753771;2
POND_D;NB;Psectrotanypus varius;0.001753771;2
POND_D;NB;Xenopelopia sp.;0.001753771;2
POND_D;NB;Xenopelopia sp.;0.001753771;2
POND_D;NB;Haliplus sp.;0.001753771;2
POND_D;NB;Haliplus sp.;0.001753771;2
POND_D;NB;Haliplus guttatus;0.001753771;2
POND_D;NB;Hygrobia hermanii;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
POND_D;NB;Noterus clavicornis;0.001753771;2
